twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","web","","Die-hard blogger. Political junkie. Family man. Orbea Bike-racer. Intolerable smart-ass. Minyanville Writer. More interested in shades of grey than plain B&W ","","","",8,185638245,"","","","","",3,"","","http://ernstseconomyforyou.blogspot.com","Ernst Labruyère","","","","","","@peterverhaar Hij heeft sowieso al hekel aan de Rabobank. Die #Raiffeisen was toch al zo'n nare buitenlander. De #ABN: dat was pas een bank","","[""peterverhaar""]","","185638245","","223058672337698817","","","","web",36,"OrbeaErnie","","","","","","","","","Wed, 11 Jul 2012 14:18:26 +0000","[{""name"":""Banking"",""score"":0.6685888767242398,""hits"":0}]","","","",5643,"","",202,"http://twitter.com/OrbeaErnie","","","twitter",252,"1e1cb6347862a500e0743f679e9752ea","","","","","","Amsterdam","","","",13.5,247,"","http://twitter.com/OrbeaErnie/statuses/223058672337698817","","","","","","","","OrbeaErnie",185638245,"","Almere","peterverhaar","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2187052452/foto_aangepast2_normal.jpg","","Wed, 01 Sep 2010 13:40:43 +0000","","","","","@peterverhaar Hij heeft sowieso al hekel aan de Rabobank. Die #Raiffeisen was toch al zo'n nare buitenlander. De #ABN: dat was pas een bank","","","","en","[""netherlands""]","223058182795296769","14855218","",0,"","","",3600,"","Ernst Labruyère","","Wed, 11 Jul 2012 14:18:26 +0000","","","",""
"","","","","webcarekoppeling","","Dit is het officiële twitteraccount van ABN AMRO. \r\nWe staan 24/7 klaar om vragen te beantwoorden & problemen op te lossen maar ook voor al uw andere bankzaken.","","",true,11,2270841,"","","","","",235,"","","https://www.abnamro.nl/nl/prive/contact/social-media.html","ABN AMRO","","","","","","@PaulaM1956 Dag Paula, in de meeste gevallen wel. Je kunt het beste bij een ABN AMRO geldautomaat pinnen, bij automaten van andere (1/2)","","[""PaulaM1956""]","","2270841","","223085580387500034","","","","<a href=""http://www.abnamro.nl"" rel=""nofollow"">webcarekoppeling</a>",58,"ABNAMRO","","","","","","","","","Wed, 11 Jul 2012 16:05:21 +0000","","","","",23463,"","",12917,"http://twitter.com/ABNAMRO","","","twitter",6197,"1e1cb7237297a680e074e10a62d4a00c","","","","","","Amsterdam","","","",42.83,2466,"","http://twitter.com/ABNAMRO/statuses/223085580387500034","","","","","","","","ABNAMRO",2270841,"","","PaulaM1956","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1931294340/schild_normal.jpg","nl","Mon, 26 Mar 2007 08:00:16 +0000","","","","","@PaulaM1956 Dag Paula, in de meeste gevallen wel. Je kunt het beste bij een ABN AMRO geldautomaat pinnen, bij automaten van andere (1/2)","","",100,"nl","[""employment"",""management"",""cars"",""money"",""netherlands""]","","361939788","","","","","",3600,"","ABN AMRO","","Wed, 11 Jul 2012 16:05:21 +0000","","","",""
"","","","","Tweetbot for iOS","","CEO  @Buro_Toob | 1960 | Peugeot 508 SW GT | rasoptimist | 0172 | concept-denker | humor | vz. Rijnplein Winterspektakel | vz. VKGO  | ijs | Ajax |","","","",30,232841689,"","","","","",40,"","","http://burotoob.nl","Toob Alers","","","","","","Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","","","","232841689","","223119952884924416","","","","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",55,"Toob_Alers","","","","","","","","","Wed, 11 Jul 2012 18:21:56 +0000","","","","",25662,"","",1314,"http://twitter.com/Toob_Alers","","","twitter",2376,"1e1cb854bc33aa00e074e6ca34c3b340","","","","","","Amsterdam","","","",41.68,884,"","http://twitter.com/Toob_Alers/statuses/223119952884924416","","","","","","","","Toob_Alers",232841689,"","Alphen aan den Rijn","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1872373106/IMG_0042_normal.JPG","nl","Sat, 01 Jan 2011 13:40:39 +0000","","","","","Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","","",100,"en","[""bristol"",""iphone""]","","","","","","","",3600,"","Toob Alers","","Wed, 11 Jul 2012 18:21:56 +0000","","","",""
0,"Toob Alers","","","Twitter for Android","Jazzbluestour","","","178308531","",13,"","","","","","","","","","","","","","",true,20889,"","","","","","nl","223120246704308226",3600,40,3600,"",41,"Jazzbluestour",232841689,"","",1314,"","","Sat, 14 Aug 2010 12:08:23 +0000",884,"Wed, 11 Jul 2012 18:23:06 +0000","","","Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","","","","","","http://twitter.com/Jazzbluestour","",178308531,"twitter",519,"1e1cb85757c6a100e074a47221f04370",291,"","Wed, 11 Jul 2012 18:23:06 +0000","","Wed, 11 Jul 2012 18:21:56 +0000","","","","Alphen aan den Rijn",20.67,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://twitter.com/Jazzbluestour/statuses/223120246704308226",15,"223120246704308226","Alphen aan den Rijn ","Jazz & Blues Radioshow bij Alphen Stad FM in Alphen aan den Rijn Elke dinsdagavond van 8-10 uur te volgen op alphenstadfm.nl Whiskey? 1 klontje ijs aub lekker!","","http://burotoob.nl","","",178308531,"http://www.jazzbluestour.nl","","",401,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2189691134/twitterfoto2_normal.jpg","nl","",25663,"","","CEO  @Buro_Toob | 1960 | Peugeot 508 SW GT | rasoptimist | 0172 | concept-denker | humor | vz. Rijnplein Winterspektakel | vz. VKGO  | ijs | Ajax |","RT @Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","Toob_Alers","Amsterdam",100,"","[""blues"",""music"",""money""]","","","","","","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Sat, 01 Jan 2011 13:40:39 +0000","","en","Joost van Steen","","","Joost van Steen","","223119952884924416","232841689"
1,"Toob Alers","","","Twitter for iPhone","JaninePont_nl","","","18765982","",6,"","","","","","","","","","","","","","",true,2070,"","","","","","en","223121708805128192",3600,40,3600,"",30,"JaninePont_nl",232841689,"","",1314,"","","Thu, 08 Jan 2009 15:05:01 +0000",884,"Wed, 11 Jul 2012 18:28:55 +0000","","","Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","","","","","","http://twitter.com/JaninePont_nl","",18765982,"twitter",82,"1e1cb8645818ad80e074528f8dc6cc94",188,"","Wed, 11 Jul 2012 18:28:55 +0000","","Wed, 11 Jul 2012 18:21:56 +0000","","","","Alphen aan den Rijn",9.74,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/JaninePont_nl/statuses/223121708805128192",2,"223121708805128192","Woerden, Netherlands","#getrouwd #moeder #dansen #salsa #hardlopen #concept #copy #marketingcommunicatie #internecommunicatie #VMC #ookprivétweets","","http://burotoob.nl","","",18765982,"","","",345,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2112395034/image_normal.jpg","nl","",25663,"","","CEO  @Buro_Toob | 1960 | Peugeot 508 SW GT | rasoptimist | 0172 | concept-denker | humor | vz. Rijnplein Winterspektakel | vz. VKGO  | ijs | Ajax |","RT @Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","Toob_Alers","Amsterdam",100,"","","","","","","","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Sat, 01 Jan 2011 13:40:39 +0000","","en","JaninePont_nl","","","JaninePont_nl","","223119952884924416","232841689"
"","","","","Twitter for iPhone","","Voorzitter VVD ABR. Manager en ondernemer binnen de ICT. Geniet van het leven en pluk de dag, het is voorbij voordat je het zelf weet!","","","",8,103397101,"","","","","",5,"","","http://www.haselhoff.nl","Erwin Philips","","","","","","“@Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!” Vandaag 2x ontvangen!","","[""Toob_Alers""]","","103397101","","223148743304814592","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",37,"ErwinPhilips","","","","","","","","","Wed, 11 Jul 2012 20:16:20 +0000","","","","",2308,"","",267,"http://twitter.com/ErwinPhilips","","","twitter",267,"1e1cb9547068a200e0749c3b625072a0","","","","","","Greenland","","","",13.98,200,"","http://twitter.com/ErwinPhilips/statuses/223148743304814592","","","","","","","","ErwinPhilips",103397101,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1592576580/image_normal.jpg","nl","Sat, 09 Jan 2010 22:16:37 +0000","","","","","“@Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!” Vandaag 2x ontvangen!","","",100,"nl","","","","","","","","",-10800,"","Erwin Philips","","Wed, 11 Jul 2012 20:16:20 +0000","","","",""
2,"Toob Alers","","","Twitter for iPhone","gemmie_walet","","","368488874","",7,"","","","","","","","","","","","","","",true,1580,"","","","","","nl","223148763240349697","",40,3600,"",31,"gemmie_walet",232841689,"","",1315,"","","Mon, 05 Sep 2011 18:34:32 +0000",884,"Wed, 11 Jul 2012 20:16:25 +0000","","","Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","","","","","","http://twitter.com/gemmie_walet","",368488874,"twitter",92,"1e1cb954a017a280e0743d7ccec715cc",64,"","Wed, 11 Jul 2012 20:16:25 +0000","","Wed, 11 Jul 2012 18:21:56 +0000","","","","Alphen aan den Rijn",10.04,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/gemmie_walet/statuses/223148763240349697","","223148763240349697","Alphen aan den Rijn","Op de eerste plaats moeder en echtgenoot van... Werkzaam als kraamverzorgende bij TSN Kraamzorg regio Noord-Zuid","","http://burotoob.nl","","",368488874,"","","",139,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2385076580/image_normal.jpg","nl","",25666,"","","CEO  @Buro_Toob | 1960 | Peugeot 508 SW GT | rasoptimist | 0172 | concept-denker | humor | vz. Rijnplein Winterspektakel | vz. VKGO  | ijs | Ajax |","RT @Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!","Toob_Alers","",100,"","","","","","","","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Sat, 01 Jan 2011 13:40:39 +0000","","en","Gemmie Walet","","","Gemmie Walet","","223119952884924416","232841689"
"","","","","Twitter for Android","","t la pr me detésté car ma prsenC te f'ra chiii&:) .... ","","","",6,512510242,"","","","","","","","","","fée","mostly_female","","","","","@CutiizLauw abn!! Je ss ta roue de secours han sa me derrange pas :D","","[""CutiizLauw""]","","512510242","","223193024740593665","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",29,"eau_de_fee","","","","","","","","","Wed, 11 Jul 2012 23:12:18 +0000","","","","",2104,"","",29,"http://twitter.com/eau_de_fee","","","twitter",75,"1e1cbaddc157a500e074020758231344","","","","","","","","","",9.11,30,"","http://twitter.com/eau_de_fee/statuses/223193024740593665","","","","","","","","eau_de_fee",512510242,"","","CutiizLauw","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2176738572/Picture0019_normal.jpg","fr","Fri, 02 Mar 2012 22:22:12 +0000","","","","","@CutiizLauw abn!! Je ss ta roue de secours han sa me derrange pas :D","","",62,"fr","[""indonesia""]","223191539826950145","292664302","",-7,"","","","","","fée","","Wed, 11 Jul 2012 23:12:18 +0000","","","",""
"","","","","Twitter for Android","","Yo pa ni fucking prève mé yo ka sispectè mwen #GwadaNiSaLa 05/01/1992 call me TityBoi","","","",10,376126381,"","","","","","","","","http://www.facebook.com/profile.php?id=100001238656018","CYRVNO Hyène La'","","","","","","@Lariishouw abn g pas le souvenir de sa m'aurais tu violé?","","[""Lariishouw""]","","376126381","","223193455634038785","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",45,"KelevraC","","","","","","","","","Wed, 11 Jul 2012 23:14:01 +0000","","","","",21331,"","",262,"http://twitter.com/KelevraC","","","twitter",1065,"1e1cbae197a0a280e074298bd003600e","","","","","","","","","",24.91,192,"","http://twitter.com/KelevraC/statuses/223193455634038785","","","","","","","","KelevraC",376126381,"","Watts,California","Lariishouw","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2380848414/259IC40F_normal","fr","Mon, 19 Sep 2011 10:41:19 +0000","",true,"","","@Lariishouw abn g pas le souvenir de sa m'aurais tu violé?","","",100,"fr","[""music"",""drake"",""los angeles"",""lil wayne"",""new york jets""]","223193066146758657","360595401","",9,"","","","","","CYRVNO Hyène La'","","Wed, 11 Jul 2012 23:14:01 +0000","","","",""
"","","","","Twitter for iPhone","","PARLONS PEUX ,PARLONS BIEN !!!","","","",6,213738381,"","","","","",1,"","","","sam92i","","","","","","@yougadabbrraa92 abn ? J pas reçu","","[""yougadabbrraa92""]","","213738381","","223205090192932864","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",37,"batch92600","","","","","","","","","Thu, 12 Jul 2012 00:00:15 +0000","","","","",8918,"","",100,"http://twitter.com/batch92600","","","twitter",424,"1e1cbb48ee8da180e0746dd65b2de3ee","","","","","","Greenland","","","",13.83,178,"","http://twitter.com/batch92600/statuses/223205090192932864","","","","","","","","batch92600",213738381,"","Hauts de seine ","yougadabbrraa92","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2374427106/image_normal.jpg","fr","Tue, 09 Nov 2010 17:34:53 +0000","",true,"","","@yougadabbrraa92 abn ? J pas reçu","","",61,"fr","","223204870868582400","588618381","",-9,"","","",-10800,"","sam92i","","Thu, 12 Jul 2012 00:00:15 +0000","","","",""
"","","","","web","","The Know! I follow that of the French, Otherwise #Unfollower hang yourself ! #SpeakFrench #SpeakCréole . . 160 Caractères suffisent pas .! ","","","",11,566535575,"","","","","","","","","","◤«Ҩuάиd't-нìή◢","","","[{""name"":""Bref"",""sentiment"":10,""confident"":1,""label"":""Person"",""evidence"":0,""type"":""Person"",""about"":1,""themes"":[""croire des choses""]}]","","","@_MxlleNana_ @_SinDrah_ ABn j'avais même pas suivi ce que Sindra avait dis . . à part le Tu me #Bref les gens vont croire des choses . .","","[""_MxlleNana_"",""_SinDrah_""]","","566535575","","223269185676001281","","","","web",37,"JeSuisSansVoix","","","","","","","","","Thu, 12 Jul 2012 04:14:56 +0000","","","","",4846,"","",80,"http://twitter.com/JeSuisSansVoix","","","twitter",226,"1e1cbd823186a000e0744ba4e682c66a","","","","","","Paris","","","",15.01,73,"","http://twitter.com/JeSuisSansVoix/statuses/223269185676001281","","","","","","","","JeSuisSansVoix",566535575,"","Martinique, dans un pied bois","_MxlleNana_","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2343437416/gpw9lmvu1rlwrlxq0c1e_normal.jpeg","fr","Sun, 29 Apr 2012 18:10:04 +0000","","","","","@_MxlleNana_ @_SinDrah_ ABn j'avais même pas suivi ce que Sindra avait dis . . à part le Tu me #Bref les gens vont croire des choses . .","","",100,"fr","","223268672632926209","214597018","",9,"","","",3600,"","◤«Ҩuάиd't-нìή◢","","Thu, 12 Jul 2012 04:14:56 +0000","","","",""
"","","","","Twitter for BlackBerry®","","L'amour rend aveugle mais j'ai pas envie de perdre mn oeil","","","",4,517423306,"","","","","","","","","","gragrabuaray","","","","","","@CBolemwa abn?? C'est sk u veux? Ohh cool alors.. Moi j'aimerai pas changer tt de suite ma nationalité hein!!","","[""CBolemwa""]","","517423306","","223298684899700737","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",23,"gragrabuabua","","","","","","","","","Thu, 12 Jul 2012 06:12:09 +0000","","","","",505,"","",37,"http://twitter.com/gragrabuabua","","","twitter",33,"1e1cbe883170a280e07423299c4837dc","","","","","","","","","",6.28,37,"","http://twitter.com/gragrabuabua/statuses/223298684899700737","","","","","","","","gragrabuabua",517423306,"","France-lille","CBolemwa","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2388756599/IMG-20120711-WA002_1342032458205_n_normal.jpg","","Wed, 07 Mar 2012 09:49:46 +0000","","","","","@CBolemwa abn?? C'est sk u veux? Ohh cool alors.. Moi j'aimerai pas changer tt de suite ma nationalité hein!!","","","","fr","","223298051484295170","294771018","",0,"","","","","","gragrabuaray","","Thu, 12 Jul 2012 06:12:09 +0000","","","",""
0,"Erwin Philips","","","Twitter for iPhone","MarkvanGorp","","","34754765","",4,"","","","","","","","","","","","male","","[{""name"":""“@Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!”"",""sentiment"":0,""confident"":1,""label"":""Quote"",""evidence"":1,""type"":""Quote"",""about"":0,""themes"":[""een verzekeringspakket"",""pas op""]}]",true,92,"","","","","","nl","223353105390108672",3600,5,-10800,"",21,"MarkvanGorp",103397101,"","",268,"","","Thu, 23 Apr 2009 22:34:12 +0000",200,"Thu, 12 Jul 2012 09:48:24 +0000","[{""name"":""Banking"",""score"":0.48214802145958,""hits"":0}]","","“@Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!” Vandaag 2x ontvangen!","","","","","","http://twitter.com/MarkvanGorp","",34754765,"twitter",45,"1e1cc06b8caea400e0745754afc710f6",92,"","Thu, 12 Jul 2012 09:48:24 +0000","","Wed, 11 Jul 2012 20:16:20 +0000","","","","",5.05,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/MarkvanGorp/statuses/223353105390108672","","223353105390108672","The Netherlands","Projectmanager is beschikbaar voor een interim opdracht. Bel 06-41254383 (mark.managed)","","http://www.haselhoff.nl","","",34754765,"http://markmanaged.nl","","",138,"[""ABN AMRO""]","Greenland","","http://a0.twimg.com/profile_images/1543740198/Foto_markmanaged_normal.png","","",2310,"","[""Toob_Alers""]","Voorzitter VVD ABR. Manager en ondernemer binnen de ICT. Geniet van het leven en pluk de dag, het is voorbij voordat je het zelf weet!","RT @ErwinPhilips: “@Toob_Alers: Helaas naast ABN AMRO ook Rabobank Phising mail in de box pas op € 350,= voor een verzekeringspakket!” V ...","ErwinPhilips","Amsterdam","","","","","","",0,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sat, 09 Jan 2010 22:16:37 +0000","","nl","Mark van Gorp","","","Mark van Gorp","","223148743304814592","103397101"
"","","","","UberSocial for iPhone","","Ik hou van pindakaas ♉(‾⌣‾)\n\nKijk voor meer informatie hieronder\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nGrapje hier staat niet meer informatie ","","","",2,211944627,"","","","","","","","","","Noah Makmel","","","","","","Even naar ABN AMRO , andere pas aanvragen","","","","211944627","","223386736598855680","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for iPhone</a>",24,"CookieDough__","","","","","","","","","Thu, 12 Jul 2012 12:02:02 +0000","","","","",35465,"","",563,"http://twitter.com/CookieDough__","","","twitter",159,"1e1cc1963e49a900e074466145146c20","","","","","","Amsterdam","","","",5.21,576,"","http://twitter.com/CookieDough__/statuses/223386736598855680","","","","","","","","CookieDough__",211944627,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2212103753/image_normal.jpg","nl","Thu, 04 Nov 2010 18:22:19 +0000","","","","","Even naar ABN AMRO , andere pas aanvragen","","",100,"en","","","","","","","","",3600,"","Noah Makmel","","Thu, 12 Jul 2012 12:02:02 +0000","","","",""
"","","","","web","","....Me Myself and I  skype: teefy972","","","",13,38069756,"","","","","",3,"","","https://www.facebook.com/Teefy.ya","Teefy Yah","","","","","","abn Digicel déconne ? y'a pas de réseau ?","","","","38069756","","223405221831901184","","","","web",44,"Teefyyah","","","","","","","","","Thu, 12 Jul 2012 13:15:30 +0000","","","","",11513,"","",209,"http://twitter.com/Teefyyah","","","twitter",800,"1e1cc23a7440a500e074347492e62edc","","","","","","Eastern Time (US & Canada)","","","",23.99,264,"","http://twitter.com/Teefyyah/statuses/223405221831901184","","","","","","","","Teefyyah",38069756,"","MARTINIQUE","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2352545197/pesn0qpnwf7hgbrt6c8s_normal.jpeg","fr","Wed, 06 May 2009 00:50:20 +0000","",true,"","","abn Digicel déconne ? y'a pas de réseau ?","","",100,"fr","","","","",9,"","","",-18000,"","Teefy Yah","","Thu, 12 Jul 2012 13:15:30 +0000","","","",""
"","","","","Twitter for Mac","","Information System Binus University,Bass player","","","",4,68449718,"","","","","",1,"","","","Michael Immanuel","","","","","","wah pas tu kak,traktir kelulusannya juga belom sampe nih ke sini sama anak abn lain hahaha “@V1na_06: Ngidam indomie.. Hahah”","","[""V1na_06""]","","68449718","","223411376981422081","","","","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",33,"Immanuelkapoyos","","","","","","","","","Thu, 12 Jul 2012 13:39:57 +0000","","","","",5429,"","",243,"http://twitter.com/Immanuelkapoyos","","","twitter",239,"1e1cc2711aa7a480e0746a3c45704b7a","","","","","","Jakarta","","","",9.7,181,"","http://twitter.com/Immanuelkapoyos/statuses/223411376981422081","","","","","","","","Immanuelkapoyos",68449718,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2264932931/g9x5vprtqgkzirveha7s_normal.jpeg","ms","Mon, 24 Aug 2009 16:46:25 +0000","","","","","wah pas tu kak,traktir kelulusannya juga belom sampe nih ke sini sama anak abn lain hahaha “@V1na_06: Ngidam indomie.. Hahah”","","",92,"en","[""religion and spirituality""]","","","","","","","",25200,"","Michael Immanuel","","Thu, 12 Jul 2012 13:39:57 +0000","","","",""
